"serial_no","climatic_z","agro_eco_z","terrain","anual_r_fmm","rice_variety","stage_of_maturity","soil_type","rice_ecosystem","topography","flooded_y_n","method_of_planting","is_the_farmer_aware_of_mg_before","rep_no","gall_count","infection_status","infection_status_bin"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",6,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",7,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",8,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",9,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",10,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",11,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",12,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",13,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",14,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",15,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",16,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",17,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",18,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",19,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",20,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",21,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",22,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",23,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",24,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",25,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",26,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",27,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",28,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",29,0,"No","0"
"39.1","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 300","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",30,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",1,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",2,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",3,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",4,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",5,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",6,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",7,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",8,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",9,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",10,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",11,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",12,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",13,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",14,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",15,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",16,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",17,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",18,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",19,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",20,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",21,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",22,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",23,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",24,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",25,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",26,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",27,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",28,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",29,0,"No","0"
"39.2","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 360","Reproductive",NA,"Irrigated","Flat land","No","Direct seeded","Yes",30,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",1,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",2,2,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",3,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",4,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",5,2,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",6,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",7,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",8,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",9,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",10,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",11,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",12,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",13,2,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",14,1,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",15,1,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",16,1,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",17,1,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",18,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",19,2,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",20,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",21,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",22,15,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",23,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",24,1,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",25,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",26,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",27,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",28,1,"Yes","1"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",29,0,"No","0"
"40","DRY ZONE","LOW COUNTRY","Undulating",900,"Bg 352","Vegetative","Sand mixed clay","Irrigated","Flat land","Yes","Direct seeded","No",30,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",1,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",2,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",3,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",4,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",5,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",6,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",7,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",8,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",9,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",10,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",11,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",12,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",13,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",14,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",15,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",16,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",17,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",18,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",19,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",20,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",21,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",22,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",23,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",24,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",25,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",26,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",27,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",28,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",29,0,"No","0"
"32.1","WET ZONE","MID COUNTRY","Hilly, Rolling,undulating & steep",1400,"Suwadel","Reproductive","Clay","Rainfed Midland","Gentle slope","Yes","Replanting","No",30,0,"No","0"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",1,8,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",2,8,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",3,2,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",4,2,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",5,18,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",6,6,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",7,26,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",8,16,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",9,12,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",10,15,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",11,5,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",12,15,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",13,5,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",14,3,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",15,11,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",16,2,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",17,2,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",18,12,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",19,7,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",20,13,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",21,4,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",22,10,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",23,14,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",24,10,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",25,9,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",26,2,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",27,8,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",28,9,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",29,1,"Yes","1"
"44","INTERMEDIATE ZONE","LOW COUNTRY","Rolling, Undulating, Flat",1100,"At 362","Reproductive","Clay","Irrigated","Flat land","No","Direct seeded","Yes",30,3,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",1,80,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",2,10,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",3,15,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",4,55,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",5,3,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",6,8,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",7,0,"No","0"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",8,0,"No","0"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",9,0,"No","0"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",10,12,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",11,5,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",12,2,"Yes","1"
"48","WET ZONE","LOW COUNTRY","Rolling & Undulating",1700,"Bg 41",NA,"Clay","Rainfed lowland","Flat land","No","Direct seeded","No",13,7,"Yes","1"
